Time	Analog in 1	Analog in 2
15500	0,28	10,56
15600	0,28	10,60
15700	0,28	10,63
15800	0,28	10,68
15900	0,28	10,72
16000	0,28	10,77
16100	0,29	10,80
16200	0,29	10,84
16300	0,29	10,89
16400	0,29	10,92
16500	0,30	10,95
16600	0,29	11,01
16700	0,30	11,04
16800	0,31	11,09
16900	0,31	11,12
17000	0,31	11,16
17100	0,32	11,19
17200	0,32	11,24
17300	0,32	11,28
17400	0,33	11,31
17500	0,33	11,34
17600	0,34	11,39
17700	0,35	11,43
17800	0,35	11,47
17900	0,35	11,51
18000	0,36	11,54
18100	0,36	11,59
18200	0,36	11,62
18300	0,37	11,66
18400	0,38	11,69
18500	0,39	11,72
18600	0,39	11,75
18700	0,39	11,80
18800	0,40	11,83
18900	0,40	11,87
19000	0,41	11,90
19100	0,41	11,94
19200	0,42	11,97
19300	0,43	12,01
19400	0,43	12,04
19500	0,44	12,07
19600	0,44	12,12
19700	0,45	12,15
19800	0,45	12,18
19900	0,46	12,21
20000	0,46	12,25
20100	0,46	12,28
20200	0,47	12,31
20300	0,47	12,34
20400	0,48	12,38
20500	0,48	12,42
20600	0,48	12,45
20700	0,49	12,48
20800	0,49	12,51
20900	0,49	12,54
21000	0,50	12,57
21100	0,50	12,62
21200	0,50	12,63
21300	0,51	12,66
21400	0,51	12,69
21500	0,51	12,74
21600	0,51	12,75
21700	0,51	12,78
21800	0,52	12,81
21900	0,52	12,85
22000	0,52	12,89
22100	0,52	12,91
22200	0,53	12,95
22300	0,52	12,98
22400	0,52	13,00
22500	0,52	13,03
22600	0,52	13,06
22700	0,53	13,09
22800	0,53	13,12
22900	0,53	13,15
23000	0,53	13,18
23100	0,53	13,21
23200	0,53	13,24
23300	0,53	13,27
23400	0,53	13,30
23500	0,53	13,32
23600	0,53	13,35
23700	0,54	13,38
23800	0,54	13,41
23900	0,54	13,44
24000	0,54	13,47
24100	0,55	13,48
24200	0,55	13,51
24300	0,55	13,54
24400	0,56	13,57
24500	0,56	13,59
24600	0,57	13,62
24700	0,57	13,65
24800	0,57	13,66
24900	0,57	13,69
25000	0,58	13,72
25100	0,58	13,76
25200	0,59	13,77
25300	0,59	13,82
25400	0,59	13,83
25500	0,60	13,86
25600	0,60	13,89
25700	0,61	13,91
25800	0,61	13,94
25900	0,62	13,95
26000	0,62	13,98
26100	0,63	14,01
26200	0,63	14,03
26300	0,63	14,06
26400	0,64	14,09
26500	0,64	14,10
26600	0,65	14,13
26700	0,65	14,15
26800	0,66	14,18
26900	0,66	14,21
27000	0,67	14,23
27100	0,67	14,26
27200	0,68	14,27
27300	0,69	14,30
27400	0,69	14,32
27500	0,70	14,35
27600	0,70	14,36
27700	0,71	14,39
27800	0,72	14,41
27900	0,72	14,44
28000	0,73	14,45
28100	0,74	14,48
28200	0,75	14,50
28300	0,75	14,53
28400	0,75	14,54
28500	0,76	14,56
28600	0,76	14,59
28700	0,77	14,60
28800	0,78	14,63
28900	0,78	14,65
29000	0,79	14,68
29100	0,79	14,70
29200	0,80	14,71
29300	0,80	14,74
29400	0,81	14,76
29500	0,81	14,79
29600	0,82	14,80
29700	0,82	14,83
29800	0,82	14,85
29900	0,83	14,86
30000	0,83	14,88
30100	0,84	14,91
30200	0,84	14,92
30300	0,84	14,95
30400	0,85	14,97
30500	0,85	14,98
30600	0,85	15,01
30700	0,86	15,03
30800	0,86	15,04
30900	0,86	15,06
31000	0,86	15,09
31100	0,87	15,10
31200	0,87	15,12
31300	0,87	15,14
31400	0,87	15,15
31500	0,88	15,18
31600	0,88	15,20
31700	0,88	15,23
31800	0,89	15,24
31900	0,89	15,26
32000	0,89	15,27
32100	0,89	15,29
32200	0,90	15,30
32300	0,90	15,33
32400	0,90	15,35
32500	0,90	15,36
32600	0,90	15,39
32700	0,90	15,41
32800	0,90	15,41
32900	0,90	15,44
33000	0,91	15,45
33100	0,91	15,47
33200	0,91	15,48
33300	0,91	15,50
33400	0,91	15,53
33500	0,91	15,54
33600	0,92	15,56
33700	0,91	15,57
33800	0,91	15,59
33900	0,92	15,61
34000	0,91	15,61
34100	0,91	15,62
34200	0,91	15,65
34300	0,91	15,67
34400	0,91	15,68
34500	0,91	15,70
34600	0,91	15,71
34700	0,90	15,74
34800	0,90	15,76
34900	0,90	15,77
35000	0,90	15,79
35100	0,90	15,80
35200	0,90	15,83
35300	0,90	15,83
35400	0,90	15,85
35500	0,90	15,88
35600	0,90	15,89
35700	0,90	15,91
35800	0,90	15,92
35900	0,90	15,92
36000	0,90	15,95
36100	0,90	15,97
36200	0,90	15,97
36300	0,90	15,98
36400	0,91	16,00
36500	0,90	16,03
36600	0,91	16,05
36700	0,91	16,05
36800	0,91	16,06
36900	0,91	16,08
37000	0,91	16,09
37100	0,92	16,12
37200	0,92	16,14
37300	0,92	16,14
37400	0,92	16,15
37500	0,92	16,17
37600	0,93	16,18
37700	0,93	16,20
37800	0,93	16,21
37900	0,93	16,23
38000	0,93	16,24
38100	0,93	16,26
38200	0,93	16,27
38300	0,93	16,29
38400	0,93	16,29
38500	0,93	16,30
38600	0,93	16,32
38700	0,93	16,33
38800	0,93	16,36
38900	0,93	16,36
39000	0,94	16,38
39100	0,93	16,39
39200	0,94	16,41
39300	0,94	16,41
39400	0,94	16,44
39500	0,94	16,44
39600	0,95	16,45
39700	0,95	16,47
39800	0,96	16,48
39900	0,96	16,50
40000	0,96	16,52
40100	0,96	16,52
40200	0,97	16,53
40300	0,97	16,55
40400	0,97	16,56
40500	0,98	16,56
40600	0,98	16,59
40700	0,99	16,59
40800	0,99	16,61
40900	0,99	16,62
41000	1,00	16,64
41100	1,01	16,65
41200	1,01	16,67
41300	1,01	16,67
41400	1,02	16,68
41500	1,02	16,68
41600	1,03	16,71
41700	1,03	16,71
41800	1,04	16,73
41900	1,04	16,74
42000	1,05	16,74
42100	1,05	16,77
42200	1,06	16,79
42300	1,06	16,77
42400	1,07	16,79
42500	1,06	16,82
42600	1,07	16,82
42700	1,08	16,83
42800	1,08	16,85
42900	1,08	16,86
43000	1,09	16,86
43100	1,09	16,88
43200	1,10	16,88
43300	1,10	16,89
43400	1,11	16,91
43500	1,11	16,91
43600	1,12	16,94
43700	1,12	16,94
43800	1,12	16,96
43900	1,13	16,96
44000	1,13	16,97
44100	1,14	16,99
44200	1,14	17,00
