Time	Analog in 1	Analog in 2
15500	0,55	10,43
15600	0,55	10,46
15700	0,55	10,52
15800	0,55	10,57
15900	0,55	10,60
16000	0,55	10,65
16100	0,54	10,68
16200	0,55	10,72
16300	0,55	10,77
16400	0,55	10,80
16500	0,55	10,84
16600	0,55	10,90
16700	0,56	10,93
16800	0,56	10,96
16900	0,56	11,01
17000	0,57	11,06
17100	0,57	11,09
17200	0,58	11,13
17300	0,59	11,16
17400	0,59	11,21
17500	0,61	11,25
17600	0,61	11,28
17700	0,62	11,33
17800	0,63	11,36
17900	0,64	11,40
18000	0,65	11,45
18100	0,67	11,48
18200	0,68	11,51
18300	0,70	11,56
18400	0,72	11,59
18500	0,73	11,63
18600	0,75	11,66
18700	0,77	11,69
18800	0,79	11,72
18900	0,81	11,77
19000	0,83	11,80
19100	0,85	11,83
19200	0,87	11,87
19300	0,88	11,89
19400	0,90	11,95
19500	0,92	11,98
19600	0,93	12,01
19700	0,95	12,04
19800	0,96	12,07
19900	0,97	12,12
20000	0,98	12,15
20100	0,99	12,18
20200	1,00	12,21
20300	1,00	12,25
20400	1,01	12,28
20500	1,02	12,31
20600	1,02	12,34
20700	1,02	12,38
20800	1,03	12,42
20900	1,03	12,45
21000	1,03	12,48
21100	1,03	12,51
21200	1,03	12,56
21300	1,03	12,57
21400	1,03	12,62
21500	1,03	12,63
21600	1,03	12,66
21700	1,03	12,71
21800	1,02	12,74
21900	1,02	12,77
22000	1,02	12,80
22100	1,02	12,85
22200	1,02	12,86
22300	1,01	12,89
22400	1,02	12,92
22500	1,01	12,95
22600	1,01	12,98
22700	1,01	13,01
22800	1,01	13,04
22900	1,00	13,06
23000	1,00	13,10
23100	1,00	13,13
23200	1,00	13,15
23300	1,00	13,19
23400	0,99	13,21
23500	0,99	13,25
23600	0,99	13,28
23700	0,99	13,30
23800	0,99	13,32
23900	0,99	13,36
24000	0,99	13,38
24100	0,99	13,42
24200	0,99	13,44
24300	0,99	13,47
24400	0,99	13,50
24500	0,99	13,53
24600	1,00	13,54
24700	1,00	13,57
24800	1,00	13,59
24900	1,01	13,62
25000	1,01	13,65
25100	1,02	13,68
25200	1,02	13,71
25300	1,03	13,72
25400	1,04	13,76
25500	1,05	13,77
25600	1,05	13,80
25700	1,06	13,83
25800	1,08	13,85
25900	1,09	13,88
26000	1,10	13,91
26100	1,11	13,91
26200	1,12	13,95
26300	1,14	13,98
26400	1,16	14,01
26500	1,17	14,03
26600	1,19	14,06
26700	1,21	14,09
26800	1,22	14,10
26900	1,24	14,13
27000	1,26	14,15
27100	1,28	14,18
27200	1,30	14,19
27300	1,32	14,23
27400	1,35	14,24
27500	1,36	14,27
27600	1,38	14,29
27700	1,41	14,32
27800	1,43	14,33
27900	1,45	14,36
28000	1,47	14,39
28100	1,49	14,41
28200	1,52	14,44
28300	1,54	14,45
28400	1,56	14,47
28500	1,58	14,50
28600	1,60	14,51
28700	1,62	14,54
28800	1,63	14,56
28900	1,65	14,57
29000	1,67	14,60
29100	1,68	14,62
29200	1,70	14,65
29300	1,71	14,67
29400	1,73	14,68
29500	1,74	14,71
29600	1,75	14,73
29700	1,76	14,74
29800	1,77	14,77
29900	1,77	14,79
30000	1,78	14,82
30100	1,79	14,83
30200	1,80	14,85
30300	1,80	14,86
30400	1,81	14,89
30500	1,81	14,91
30600	1,82	14,92
30700	1,82	14,95
30800	1,82	14,97
30900	1,82	14,98
31000	1,82	15,01
31100	1,82	15,03
31200	1,82	15,06
31300	1,82	15,07
31400	1,82	15,09
31500	1,82	15,12
31600	1,82	15,14
31700	1,82	15,17
31800	1,82	15,17
31900	1,81	15,18
32000	1,81	15,21
32100	1,81	15,23
32200	1,81	15,26
32300	1,81	15,27
32400	1,80	15,29
32500	1,80	15,30
32600	1,80	15,32
32700	1,80	15,33
32800	1,79	15,35
32900	1,79	15,38
33000	1,79	15,39
33100	1,78	15,42
33200	1,78	15,42
33300	1,78	15,44
33400	1,77	15,47
33500	1,77	15,48
33600	1,77	15,50
33700	1,76	15,51
33800	1,76	15,53
33900	1,76	15,54
34000	1,75	15,56
34100	1,75	15,59
34200	1,74	15,59
34300	1,74	15,61
34400	1,73	15,64
34500	1,73	15,65
34600	1,73	15,67
34700	1,72	15,70
34800	1,72	15,70
34900	1,71	15,73
35000	1,71	15,76
35100	1,70	15,76
35200	1,70	15,77
35300	1,69	15,79
35400	1,69	15,79
35500	1,68	15,82
35600	1,68	15,83
35700	1,67	15,85
35800	1,67	15,88
35900	1,66	15,89
36000	1,66	15,89
36100	1,66	15,92
36200	1,65	15,94
36300	1,65	15,95
36400	1,64	15,97
36500	1,64	15,97
36600	1,64	15,98
36700	1,64	16,01
36800	1,63	16,01
36900	1,63	16,03
37000	1,64	16,06
37100	1,63	16,06
37200	1,63	16,08
37300	1,63	16,09
37400	1,63	16,11
37500	1,64	16,12
37600	1,64	16,14
37700	1,64	16,15
37800	1,63	16,17
37900	1,64	16,18
38000	1,64	16,20
38100	1,65	16,20
38200	1,65	16,21
38300	1,66	16,23
38400	1,66	16,26
38500	1,66	16,26
38600	1,67	16,27
38700	1,67	16,32
38800	1,68	16,30
38900	1,69	16,32
39000	1,69	16,33
39100	1,70	16,35
39200	1,71	16,36
39300	1,72	16,38
39400	1,74	16,39
39500	1,75	16,39
39600	1,76	16,41
39700	1,77	16,41
39800	1,79	16,44
39900	1,80	16,44
40000	1,81	16,47
40100	1,82	16,48
40200	1,84	16,48
40300	1,85	16,50
40400	1,86	16,50
40500	1,86	16,53
40600	1,88	16,55
40700	1,88	16,55
40800	1,90	16,56
40900	1,90	16,58
41000	1,92	16,58
41100	1,93	16,61
41200	1,94	16,61
41300	1,95	16,62
41400	1,96	16,64
41500	1,97	16,62
41600	1,99	16,64
41700	2,00	16,67
41800	2,01	16,67
41900	2,02	16,68
42000	2,04	16,70
42100	2,05	16,71
42200	2,06	16,71
42300	2,07	16,73
42400	2,08	16,74
42500	2,10	16,76
42600	2,11	16,76
42700	2,12	16,79
42800	2,13	16,79
42900	2,15	16,80
43000	2,16	16,82
43100	2,18	16,82
43200	2,19	16,83
43300	2,21	16,85
43400	2,22	16,85
43500	2,23	16,86
43600	2,25	16,88
43700	2,27	16,88
43800	2,28	16,89
43900	2,29	16,91
44000	2,31	16,91
44100	2,33	16,92
44200	2,34	16,94
44300	2,35	16,94
44400	2,37	16,96
44500	2,38	16,97
44600	2,40	16,99
44700	2,41	16,99
44800	2,42	17,00
