Time	Analog in 1	Analog in 2
15500	0,19	10,37
15600	0,19	10,43
15700	0,19	10,46
15800	0,19	10,51
15900	0,19	10,56
16000	0,19	10,59
16100	0,19	10,63
16200	0,19	10,68
16300	0,19	10,71
16400	0,19	10,75
16500	0,19	10,78
16600	0,19	10,83
16700	0,19	10,86
16800	0,19	10,92
16900	0,19	10,93
17000	0,19	10,98
17100	0,19	11,03
17200	0,19	11,06
17300	0,19	11,10
17400	0,19	11,15
17500	0,19	11,18
17600	0,19	11,22
17700	0,19	11,25
17800	0,20	11,28
17900	0,20	11,31
18000	0,20	11,36
18100	0,21	11,39
18200	0,21	11,43
18300	0,22	11,47
18400	0,23	11,51
18500	0,23	11,54
18600	0,24	11,57
18700	0,24	11,62
18800	0,25	11,65
18900	0,26	11,68
19000	0,26	11,71
19100	0,27	11,74
19200	0,28	11,78
19300	0,29	11,81
19400	0,30	11,86
19500	0,31	11,89
19600	0,31	11,90
19700	0,33	11,95
19800	0,33	12,00
19900	0,33	12,03
20000	0,34	12,06
20100	0,35	12,09
20200	0,35	12,12
20300	0,36	12,16
20400	0,36	12,18
20500	0,36	12,22
20600	0,36	12,25
20700	0,36	12,30
20800	0,37	12,31
20900	0,37	12,34
21000	0,37	12,38
21100	0,37	12,41
21200	0,37	12,45
21300	0,37	12,48
21400	0,37	12,50
21500	0,37	12,54
21600	0,37	12,56
21700	0,37	12,60
21800	0,37	12,63
21900	0,37	12,66
22000	0,37	12,69
22100	0,37	12,72
22200	0,37	12,75
22300	0,37	12,78
22400	0,37	12,80
22500	0,37	12,83
22600	0,37	12,86
22700	0,37	12,89
22800	0,37	12,92
22900	0,37	12,95
23000	0,37	12,98
23100	0,37	13,00
23200	0,36	13,04
23300	0,36	13,06
23400	0,36	13,09
23500	0,36	13,12
23600	0,36	13,15
23700	0,36	13,18
23800	0,36	13,21
23900	0,36	13,22
24000	0,36	13,25
24100	0,36	13,28
24200	0,35	13,32
24300	0,35	13,35
24400	0,35	13,36
24500	0,35	13,39
24600	0,35	13,42
24700	0,35	13,44
24800	0,35	13,47
24900	0,34	13,50
25000	0,34	13,53
25100	0,34	13,56
25200	0,34	13,57
25300	0,34	13,60
25400	0,34	13,63
25500	0,34	13,65
25600	0,35	13,68
25700	0,35	13,71
25800	0,35	13,72
25900	0,35	13,76
26000	0,35	13,77
26100	0,36	13,80
26200	0,36	13,82
26300	0,36	13,86
26400	0,37	13,88
26500	0,37	13,91
26600	0,37	13,92
26700	0,38	13,95
26800	0,38	13,97
26900	0,39	14,00
27000	0,39	14,01
27100	0,40	14,04
27200	0,40	14,07
27300	0,41	14,09
27400	0,41	14,10
27500	0,43	14,13
27600	0,43	14,16
27700	0,44	14,18
27800	0,44	14,21
27900	0,45	14,23
28000	0,46	14,26
28100	0,47	14,27
28200	0,48	14,29
28300	0,49	14,32
28400	0,49	14,35
28500	0,51	14,36
28600	0,51	14,38
28700	0,52	14,41
28800	0,53	14,42
28900	0,54	14,44
29000	0,55	14,48
29100	0,55	14,50
29200	0,56	14,51
29300	0,57	14,53
29400	0,58	14,56
29500	0,58	14,59
29600	0,59	14,60
29700	0,59	14,62
29800	0,60	14,65
29900	0,61	14,65
30000	0,61	14,68
30100	0,61	14,70
30200	0,61	14,71
30300	0,62	14,74
30400	0,62	14,76
30500	0,62	14,77
30600	0,63	14,80
30700	0,63	14,82
30800	0,63	14,83
30900	0,63	14,86
31000	0,63	14,83
31100	0,63	14,89
31200	0,63	14,92
31300	0,63	14,94
31400	0,64	14,95
31500	0,64	14,97
31600	0,64	15,00
31700	0,64	15,03
31800	0,64	15,03
31900	0,64	15,04
32000	0,64	15,06
32100	0,64	15,09
32200	0,64	15,10
32300	0,64	15,14
32400	0,64	15,15
32500	0,64	15,17
32600	0,64	15,18
32700	0,63	15,21
32800	0,63	15,23
32900	0,63	15,24
33000	0,63	15,26
33100	0,63	15,27
33200	0,63	15,29
33300	0,63	15,32
33400	0,63	15,33
33500	0,63	15,33
33600	0,63	15,36
33700	0,63	15,38
33800	0,63	15,41
33900	0,63	15,41
34000	0,63	15,44
34100	0,63	15,45
34200	0,63	15,45
34300	0,63	15,48
34400	0,63	15,50
34500	0,63	15,51
34600	0,63	15,53
34700	0,62	15,54
34800	0,62	15,57
34900	0,63	15,57
35000	0,62	15,61
35100	0,62	15,62
35200	0,61	15,62
35300	0,62	15,65
35400	0,61	15,65
35500	0,61	15,67
35600	0,61	15,68
35700	0,61	15,71
35800	0,60	15,71
35900	0,60	15,74
36000	0,60	15,76
36100	0,59	15,77
36200	0,59	15,79
36300	0,59	15,80
36400	0,59	15,82
36500	0,58	15,83
36600	0,58	15,85
36700	0,58	15,86
36800	0,58	15,88
36900	0,57	15,89
37000	0,57	15,91
37100	0,57	15,92
37200	0,57	15,94
37300	0,56	15,95
37400	0,56	15,97
37500	0,56	15,97
37600	0,55	16,00
37700	0,55	16,01
37800	0,55	16,03
37900	0,55	16,05
38000	0,55	16,06
38100	0,55	16,06
38200	0,54	16,08
38300	0,54	16,09
38400	0,54	16,12
38500	0,54	16,12
38600	0,54	16,14
38700	0,53	16,14
38800	0,53	16,15
38900	0,53	16,17
39000	0,53	16,18
39100	0,53	16,20
39200	0,53	16,21
39300	0,53	16,21
39400	0,53	16,24
39500	0,53	16,26
39600	0,53	16,26
39700	0,53	16,27
39800	0,53	16,29
39900	0,54	16,30
40000	0,53	16,32
40100	0,53	16,33
40200	0,54	16,35
40300	0,54	16,36
40400	0,54	16,36
40500	0,54	16,38
40600	0,54	16,39
40700	0,55	16,41
40800	0,55	16,41
40900	0,55	16,44
41000	0,55	16,45
41100	0,55	16,45
41200	0,55	16,47
41300	0,55	16,48
41400	0,55	16,48
41500	0,55	16,52
41600	0,56	16,52
41700	0,56	16,53
41800	0,56	16,53
41900	0,57	16,55
42000	0,57	16,58
42100	0,58	16,58
42200	0,58	16,59
42300	0,58	16,59
42400	0,59	16,62
42500	0,60	16,62
42600	0,60	16,62
42700	0,61	16,64
42800	0,62	16,65
42900	0,62	16,65
43000	0,63	16,68
43100	0,63	16,68
43200	0,63	16,70
43300	0,64	16,71
43400	0,65	16,73
43500	0,65	16,73
43600	0,66	16,73
43700	0,66	16,76
43800	0,67	16,76
43900	0,68	16,77
44000	0,69	16,79
44100	0,69	16,80
44200	0,70	16,80
44300	0,70	16,82
44400	0,71	16,83
44500	0,72	16,83
44600	0,73	16,85
44700	0,74	16,86
44800	0,75	16,86
44900	0,76	16,88
45000	0,76	16,88
45100	0,77	16,89
45200	0,78	16,91
45300	0,79	16,91
45400	0,79	16,92
45500	0,80	16,94
45600	0,81	16,94
45700	0,81	16,96
45800	0,82	16,96
45900	0,82	16,99
46000	0,83	16,99
46100	0,83	17,00
