Time	Analog in 1	Analog in 2
15500	0,34	10,33
15600	0,34	10,37
15700	0,34	10,42
15800	0,34	10,46
15900	0,34	10,49
16000	0,34	10,56
16100	0,33	10,59
16200	0,33	10,63
16300	0,33	10,66
16400	0,33	10,71
16500	0,33	10,74
16600	0,33	10,78
16700	0,32	10,81
16800	0,32	10,86
16900	0,32	10,90
17000	0,33	10,93
17100	0,32	10,98
17200	0,32	11,03
17300	0,32	11,06
17400	0,32	11,09
17500	0,32	11,13
17600	0,32	11,18
17700	0,33	11,21
17800	0,33	11,24
17900	0,33	11,28
18000	0,34	11,33
18100	0,34	11,36
18200	0,35	11,39
18300	0,36	11,43
18400	0,37	11,47
18500	0,37	11,51
18600	0,39	11,54
18700	0,40	11,57
18800	0,40	11,60
18900	0,42	11,65
19000	0,43	11,68
19100	0,45	11,71
19200	0,45	11,75
19300	0,47	11,78
19400	0,49	11,81
19500	0,51	11,84
19600	0,52	11,89
19700	0,53	11,92
19800	0,55	11,95
19900	0,56	12,00
20000	0,58	12,01
20100	0,59	12,06
20200	0,60	12,09
20300	0,61	12,12
20400	0,62	12,15
20500	0,63	12,19
20600	0,64	12,22
20700	0,65	12,25
20800	0,65	12,28
20900	0,66	12,31
21000	0,67	12,34
21100	0,67	12,38
21200	0,68	12,41
21300	0,68	12,45
21400	0,68	12,48
21500	0,69	12,51
21600	0,69	12,54
21700	0,69	12,56
21800	0,69	12,60
21900	0,69	12,63
22000	0,69	12,66
22100	0,69	12,69
22200	0,69	12,72
22300	0,69	12,75
22400	0,69	12,77
22500	0,69	12,81
22600	0,69	12,85
22700	0,68	12,86
22800	0,68	12,89
22900	0,68	12,92
23000	0,67	12,95
23100	0,67	12,98
23200	0,67	13,01
23300	0,66	13,04
23400	0,66	13,06
23500	0,65	13,10
23600	0,65	13,12
23700	0,64	13,15
23800	0,64	13,18
23900	0,63	13,21
24000	0,63	13,24
24100	0,63	13,27
24200	0,63	13,28
24300	0,62	13,32
24400	0,62	13,35
24500	0,61	13,38
24600	0,61	13,41
24700	0,61	13,44
24800	0,60	13,45
24900	0,60	13,48
25000	0,60	13,51
25100	0,60	13,53
25200	0,60	13,56
25300	0,59	13,59
25400	0,59	13,60
25500	0,59	13,63
25600	0,59	13,65
25700	0,59	13,68
25800	0,59	13,71
25900	0,59	13,72
26000	0,59	13,76
26100	0,60	13,77
26200	0,60	13,80
26300	0,60	13,83
26400	0,61	13,86
26500	0,61	13,88
26600	0,62	13,91
26700	0,62	13,94
26800	0,63	13,95
26900	0,63	13,98
27000	0,64	14,00
27100	0,64	14,01
27200	0,66	14,04
27300	0,66	14,07
27400	0,67	14,09
27500	0,68	14,12
27600	0,70	14,13
27700	0,71	14,16
27800	0,72	14,19
27900	0,73	14,21
28000	0,74	14,23
28100	0,76	14,26
28200	0,78	14,27
28300	0,79	14,30
28400	0,81	14,33
28500	0,83	14,35
28600	0,84	14,36
28700	0,86	14,39
28800	0,88	14,42
28900	0,89	14,44
29000	0,91	14,45
29100	0,93	14,47
29200	0,94	14,50
29300	0,96	14,51
29400	0,98	14,54
29500	0,99	14,56
29600	1,01	14,59
29700	1,02	14,60
29800	1,04	14,62
29900	1,05	14,65
30000	1,07	14,67
30100	1,08	14,70
30200	1,09	14,70
30300	1,11	14,73
30400	1,12	14,74
30500	1,13	14,77
30600	1,14	14,79
30700	1,15	14,80
30800	1,16	14,82
30900	1,17	14,85
31000	1,18	14,88
31100	1,19	14,88
31200	1,20	14,91
31300	1,21	14,92
31400	1,21	14,95
31500	1,22	14,97
31600	1,23	14,98
31700	1,23	15,00
31800	1,24	15,01
31900	1,24	15,04
32000	1,24	15,06
32100	1,25	15,09
32200	1,25	15,10
32300	1,25	15,12
32400	1,25	15,12
32500	1,25	15,15
32600	1,26	15,18
32700	1,26	15,18
32800	1,26	15,21
32900	1,26	15,23
33000	1,26	15,24
33100	1,26	15,26
33200	1,26	15,27
33300	1,26	15,30
33400	1,26	15,32
33500	1,26	15,33
33600	1,25	15,35
33700	1,25	15,38
33800	1,25	15,38
33900	1,25	15,41
34000	1,25	15,42
34100	1,24	15,44
34200	1,24	15,45
34300	1,24	15,47
34400	1,23	15,50
34500	1,23	15,51
34600	1,22	15,51
34700	1,22	15,53
34800	1,21	15,54
34900	1,20	15,57
35000	1,20	15,59
35100	1,19	15,59
35200	1,18	15,62
35300	1,18	15,65
35400	1,17	15,65
35500	1,16	15,67
35600	1,15	15,68
35700	1,15	15,70
35800	1,14	15,71
35900	1,13	15,73
36000	1,12	15,74
36100	1,12	15,77
36200	1,11	15,77
36300	1,10	15,79
36400	1,10	15,80
36500	1,09	15,82
36600	1,08	15,83
36700	1,08	15,85
36800	1,07	15,86
36900	1,07	15,89
37000	1,06	15,89
37100	1,06	15,92
37200	1,05	15,92
37300	1,05	15,94
37400	1,04	15,95
37500	1,04	15,97
37600	1,03	15,98
37700	1,03	16,00
37800	1,02	16,01
37900	1,02	16,03
38000	1,02	16,05
38100	1,01	16,06
38200	1,01	16,08
38300	1,01	16,09
38400	1,01	16,11
38500	1,00	16,11
38600	1,00	16,14
38700	1,00	16,14
38800	1,00	16,15
38900	1,00	16,17
39000	1,00	16,18
39100	1,00	16,20
39200	1,00	16,21
39300	1,00	16,21
39400	1,00	16,24
39500	1,00	16,26
39600	1,00	16,26
39700	1,00	16,27
39800	1,00	16,29
39900	1,00	16,30
40000	1,00	16,32
40100	1,00	16,33
40200	1,00	16,35
40300	1,01	16,35
40400	1,00	16,38
40500	1,00	16,38
40600	1,01	16,39
40700	1,01	16,41
40800	1,02	16,42
40900	1,02	16,42
41000	1,02	16,45
41100	1,02	16,45
41200	1,03	16,47
41300	1,03	16,48
41400	1,04	16,50
41500	1,04	16,50
41600	1,05	16,52
41700	1,05	16,53
41800	1,06	16,55
41900	1,06	16,55
42000	1,07	16,56
42100	1,08	16,58
42200	1,08	16,58
42300	1,09	16,59
42400	1,10	16,62
42500	1,10	16,62
42600	1,11	16,64
42700	1,12	16,64
42800	1,13	16,65
42900	1,14	16,67
43000	1,14	16,67
43100	1,16	16,68
43200	1,16	16,71
43300	1,17	16,71
43400	1,18	16,73
43500	1,19	16,73
43600	1,20	16,74
43700	1,21	16,76
43800	1,22	16,76
43900	1,23	16,77
44000	1,24	16,79
44100	1,25	16,79
44200	1,26	16,80
44300	1,27	16,82
44400	1,28	16,82
44500	1,29	16,83
44600	1,30	16,85
44700	1,31	16,86
44800	1,32	16,86
44900	1,34	16,88
45000	1,35	16,88
45100	1,36	16,89
45200	1,37	16,91
45300	1,38	16,92
45400	1,40	16,92
45500	1,41	16,94
45600	1,42	16,96
45700	1,43	16,96
45800	1,45	16,97
45900	1,46	16,97
46000	1,47	16,99
46100	1,48	17,00
