Time	Analog in 1	Analog in 2
15500	1,19	10,51
15600	1,19	10,56
15700	1,20	10,60
15800	1,22	10,65
15900	1,22	10,68
16000	1,23	10,74
16100	1,24	10,77
16200	1,25	10,81
16300	1,26	10,84
16400	1,27	10,89
16500	1,28	10,92
16600	1,30	10,98
16700	1,31	11,01
16800	1,33	11,04
16900	1,35	11,09
17000	1,36	11,13
17100	1,38	11,16
17200	1,40	11,21
17300	1,42	11,25
17400	1,43	11,28
17500	1,45	11,33
17600	1,48	11,36
17700	1,50	11,40
17800	1,53	11,42
17900	1,56	11,48
18000	1,58	11,51
18100	1,62	11,56
18200	1,65	11,59
18300	1,68	11,63
18400	1,71	11,65
18500	1,75	11,69
18600	1,78	11,72
18700	1,82	11,77
18800	1,85	11,80
18900	1,88	11,83
19000	1,91	11,87
19100	1,94	11,90
19200	1,98	11,94
19300	2,01	11,98
19400	2,04	12,01
19500	2,07	12,06
19600	2,09	12,07
19700	2,12	12,12
19800	2,14	12,15
19900	2,16	12,18
20000	2,18	12,22
20100	2,20	12,25
20200	2,21	12,28
20300	2,22	12,33
20400	2,24	12,36
20500	2,24	12,38
20600	2,25	12,42
20700	2,25	12,45
20800	2,26	12,50
20900	2,26	12,53
21000	2,26	12,56
21100	2,26	12,59
21200	2,25	12,62
21300	2,25	12,65
21400	2,25	12,68
21500	2,25	12,71
21600	2,24	12,74
21700	2,24	12,75
21800	2,24	12,80
21900	2,24	12,83
22000	2,23	12,86
22100	2,23	12,89
22200	2,23	12,92
22300	2,23	12,97
22400	2,23	12,98
22500	2,23	13,01
22600	2,23	13,03
22700	2,24	13,06
22800	2,24	13,10
22900	2,24	13,13
23000	2,24	13,15
23100	2,25	13,18
23200	2,25	13,22
23300	2,26	13,24
23400	2,26	13,27
23500	2,27	13,30
23600	2,27	13,33
23700	2,28	13,36
23800	2,29	13,39
23900	2,29	13,41
24000	2,31	13,45
24100	2,31	13,47
24200	2,33	13,48
24300	2,34	13,51
24400	2,35	13,54
24500	2,36	13,59
24600	2,38	13,60
24700	2,39	13,63
24800	2,41	13,65
24900	2,43	13,68
25000	2,44	13,71
25100	2,46	13,72
25200	2,48	13,76
25300	2,50	13,79
25400	2,52	13,82
25500	2,54	13,83
25600	2,57	13,86
25700	2,59	13,88
25800	2,61	13,91
25900	2,64	13,92
26000	2,66	13,95
26100	2,69	14,00
26200	2,72	14,01
26300	2,75	14,04
26400	2,79	14,07
26500	2,81	14,07
26600	2,85	14,10
26700	2,88	14,13
26800	2,91	14,15
26900	2,95	14,18
27000	2,98	14,21
27100	3,02	14,23
27200	3,05	14,26
27300	3,09	14,27
27400	3,12	14,30
27500	3,15	14,33
27600	3,19	14,35
27700	3,23	14,38
27800	3,26	14,39
27900	3,30	14,42
28000	3,34	14,44
28100	3,37	14,47
28200	3,41	14,48
28300	3,44	14,51
28400	3,47	14,53
28500	3,50	14,56
28600	3,53	14,57
28700	3,56	14,60
28800	3,59	14,62
28900	3,62	14,63
29000	3,64	14,65
29100	3,66	14,68
29200	3,68	14,70
29300	3,70	14,73
29400	3,72	14,74
29500	3,73	14,77
29600	3,75	14,79
29700	3,75	14,82
29800	3,76	14,82
29900	3,77	14,85
30000	3,77	14,86
30100	3,78	14,88
30200	3,78	14,92
30300	3,79	14,94
30400	3,79	14,95
30500	3,80	14,97
30600	3,80	15,00
30700	3,80	15,01
30800	3,80	15,03
30900	3,80	15,06
31000	3,79	15,07
31100	3,79	15,09
31200	3,79	15,10
31300	3,79	15,14
31400	3,78	15,15
31500	3,78	15,17
31600	3,77	15,18
31700	3,77	15,21
31800	3,77	15,23
31900	3,76	15,26
32000	3,76	15,27
32100	3,76	15,29
32200	3,75	15,30
32300	3,75	15,33
32400	3,75	15,33
32500	3,75	15,36
32600	3,74	15,36
32700	3,74	15,39
32800	3,74	15,41
32900	3,74	15,41
33000	3,72	15,45
33100	3,73	15,45
33200	3,72	15,47
33300	3,72	15,50
33400	3,72	15,51
33500	3,72	15,53
33600	3,72	15,54
33700	3,72	15,57
33800	3,71	15,57
33900	3,71	15,59
34000	3,71	15,62
34100	3,71	15,64
34200	3,71	15,65
34300	3,71	15,67
34400	3,72	15,67
34500	3,72	15,70
34600	3,72	15,71
34700	3,72	15,73
34800	3,73	15,74
34900	3,73	15,77
35000	3,73	15,77
35100	3,73	15,80
35200	3,73	15,82
35300	3,73	15,83
35400	3,74	15,85
35500	3,74	15,86
35600	3,74	15,89
35700	3,74	15,89
35800	3,74	15,91
35900	3,74	15,91
36000	3,75	15,94
36100	3,75	15,95
36200	3,75	15,97
36300	3,75	15,97
36400	3,75	16,00
36500	3,75	16,01
36600	3,76	16,03
36700	3,76	16,05
36800	3,77	16,06
36900	3,77	16,08
37000	3,78	16,09
37100	3,79	16,11
37200	3,79	16,14
37300	3,80	16,14
37400	3,81	16,15
37500	3,82	16,17
37600	3,83	16,18
37700	3,84	16,20
37800	3,84	16,21
37900	3,86	16,23
38000	3,87	16,24
38100	3,88	16,26
38200	3,89	16,27
38300	3,91	16,29
38400	3,92	16,29
38500	3,93	16,30
38600	3,95	16,33
38700	3,96	16,35
38800	3,98	16,36
38900	4,00	16,38
39000	4,01	16,38
39100	4,03	16,39
39200	4,05	16,41
39300	4,06	16,42
39400	4,08	16,44
39500	4,10	16,44
39600	4,12	16,45
39700	4,14	16,50
39800	4,16	16,48
39900	4,18	16,50
40000	4,20	16,52
40100	4,22	16,53
40200	4,24	16,55
40300	4,26	16,55
40400	4,29	16,56
40500	4,31	16,58
40600	4,33	16,58
40700	4,35	16,61
40800	4,38	16,62
40900	4,40	16,62
41000	4,42	16,62
41100	4,44	16,65
41200	4,47	16,67
41300	4,49	16,67
41400	4,52	16,67
41500	4,55	16,70
41600	4,58	16,70
41700	4,62	16,73
41800	4,65	16,73
41900	4,68	16,74
42000	4,71	16,74
42100	4,73	16,76
42200	4,76	16,77
42300	4,79	16,79
42400	4,81	16,80
42500	4,83	16,80
42600	4,85	16,82
42700	4,87	16,83
42800	4,89	16,85
42900	4,91	16,86
43000	4,93	16,86
43100	4,95	16,88
43200	4,96	16,89
43300	4,97	16,89
43400	5,00	16,91
43500	5,01	16,92
43600	5,02	16,94
43700	5,04	16,94
43800	5,06	16,96
43900	5,08	16,97
44000	5,10	16,99
44100	5,12	16,99
44200	5,14	17,00
