Time	Analog in 1	Analog in 2
15500	0,31	10,43
15600	0,31	10,49
15700	0,32	10,52
15800	0,32	10,57
15900	0,32	10,62
16000	0,32	10,66
16100	0,33	10,69
16200	0,33	10,72
16300	0,34	10,77
16400	0,33	10,80
16500	0,33	10,86
16600	0,34	10,89
16700	0,34	10,93
16800	0,34	10,98
16900	0,34	11,01
17000	0,35	11,06
17100	0,35	11,09
17200	0,36	11,13
17300	0,35	11,16
17400	0,36	11,21
17500	0,36	11,25
17600	0,37	11,28
17700	0,37	11,33
17800	0,37	11,36
17900	0,38	11,40
18000	0,39	11,43
18100	0,39	11,48
18200	0,39	11,53
18300	0,40	11,56
18400	0,40	11,59
18500	0,41	11,62
18600	0,41	11,66
18700	0,42	11,69
18800	0,42	11,74
18900	0,44	11,77
19000	0,44	11,80
19100	0,45	11,84
19200	0,45	11,87
19300	0,46	11,90
19400	0,47	11,95
19500	0,47	11,98
19600	0,49	12,01
19700	0,49	12,06
19800	0,50	12,09
19900	0,51	12,12
20000	0,51	12,15
20100	0,52	12,18
20200	0,53	12,22
20300	0,54	12,25
20400	0,55	12,28
20500	0,56	12,31
20600	0,56	12,34
20700	0,57	12,39
20800	0,58	12,42
20900	0,58	12,45
21000	0,59	12,48
21100	0,60	12,51
21200	0,60	12,54
21300	0,60	12,59
21400	0,61	12,60
21500	0,61	12,63
21600	0,61	12,68
21700	0,62	12,71
21800	0,62	12,74
21900	0,63	12,75
22000	0,63	12,80
22100	0,63	12,81
22200	0,63	12,85
22300	0,63	12,88
22400	0,64	12,91
22500	0,64	12,94
22600	0,64	12,98
22700	0,64	13,00
22800	0,65	13,04
22900	0,65	13,07
23000	0,65	13,09
23100	0,66	13,12
23200	0,66	13,16
23300	0,66	13,18
23400	0,67	13,21
23500	0,67	13,24
23600	0,67	13,25
23700	0,67	13,30
23800	0,67	13,32
23900	0,68	13,35
24000	0,68	13,38
24100	0,68	13,41
24200	0,69	13,44
24300	0,69	13,47
24400	0,69	13,48
24500	0,69	13,51
24600	0,70	13,54
24700	0,70	13,57
24800	0,71	13,60
24900	0,71	13,62
25000	0,71	13,65
25100	0,72	13,68
25200	0,72	13,71
25300	0,72	13,72
25400	0,73	13,74
25500	0,73	13,77
25600	0,74	13,80
25700	0,74	13,83
25800	0,75	13,85
25900	0,75	13,88
26000	0,76	13,89
26100	0,76	13,92
26200	0,77	13,95
26300	0,77	13,97
26400	0,77	14,01
26500	0,79	14,03
26600	0,80	14,04
26700	0,80	14,09
26800	0,81	14,10
26900	0,82	14,12
27000	0,82	14,15
27100	0,83	14,16
27200	0,84	14,19
27300	0,85	14,23
27400	0,86	14,24
27500	0,86	14,27
27600	0,88	14,29
27700	0,88	14,32
27800	0,89	14,33
27900	0,90	14,36
28000	0,91	14,39
28100	0,92	14,42
28200	0,93	14,44
28300	0,94	14,47
28400	0,95	14,47
28500	0,97	14,50
28600	0,97	14,51
28700	0,98	14,54
28800	0,99	14,56
28900	1,00	14,59
29000	1,01	14,60
29100	1,02	14,62
29200	1,03	14,65
29300	1,04	14,68
29400	1,05	14,70
29500	1,06	14,71
29600	1,07	14,73
29700	1,08	14,76
29800	1,09	14,79
29900	1,10	14,80
30000	1,11	14,82
30100	1,12	14,83
30200	1,12	14,86
30300	1,13	14,88
30400	1,14	14,91
30500	1,15	14,92
30600	1,15	14,94
30700	1,16	14,97
30800	1,16	14,98
30900	1,17	15,00
31000	1,17	15,03
31100	1,18	15,04
31200	1,18	15,06
31300	1,19	15,07
31400	1,19	15,10
31500	1,20	15,12
31600	1,20	15,14
31700	1,20	15,17
31800	1,21	15,18
31900	1,20	15,20
32000	1,21	15,21
32100	1,21	15,24
32200	1,21	15,24
32300	1,21	15,27
32400	1,21	15,29
32500	1,21	15,32
32600	1,21	15,33
32700	1,22	15,35
32800	1,22	15,36
32900	1,22	15,39
33000	1,22	15,41
33100	1,22	15,42
33200	1,22	15,44
33300	1,22	15,45
33400	1,22	15,47
33500	1,22	15,48
33600	1,22	15,51
33700	1,22	15,53
33800	1,22	15,54
33900	1,22	15,56
34000	1,22	15,59
34100	1,22	15,59
34200	1,23	15,62
34300	1,23	15,64
34400	1,23	15,65
34500	1,23	15,65
34600	1,23	15,68
34700	1,23	15,70
34800	1,23	15,71
34900	1,23	15,73
35000	1,23	15,74
35100	1,24	15,77
35200	1,24	15,79
35300	1,24	15,80
35400	1,24	15,80
35500	1,24	15,82
35600	1,25	15,85
35700	1,24	15,86
35800	1,24	15,88
35900	1,25	15,89
36000	1,25	15,91
36100	1,25	15,92
36200	1,25	15,94
36300	1,26	15,95
36400	1,26	15,97
36500	1,26	15,98
36600	1,26	16,00
36700	1,27	16,01
36800	1,27	16,03
36900	1,27	16,06
37000	1,27	16,06
37100	1,28	16,08
37200	1,28	16,09
37300	1,28	16,11
37400	1,28	16,14
37500	1,29	16,14
37600	1,29	16,15
37700	1,29	16,17
37800	1,30	16,18
37900	1,30	16,20
38000	1,31	16,21
38100	1,31	16,23
38200	1,31	16,24
38300	1,32	16,24
38400	1,32	16,27
38500	1,33	16,27
38600	1,33	16,29
38700	1,34	16,30
38800	1,34	16,32
38900	1,34	16,33
39000	1,35	16,35
39100	1,35	16,36
39200	1,36	16,38
39300	1,36	16,38
39400	1,37	16,39
39500	1,37	16,41
39600	1,38	16,42
39700	1,38	16,44
39800	1,39	16,44
39900	1,39	16,45
40000	1,40	16,47
40100	1,41	16,48
40200	1,42	16,50
40300	1,42	16,52
40400	1,43	16,53
40500	1,43	16,55
40600	1,44	16,55
40700	1,44	16,56
40800	1,45	16,58
40900	1,46	16,58
41000	1,46	16,61
41100	1,47	16,62
41200	1,48	16,62
41300	1,49	16,64
41400	1,49	16,65
41500	1,50	16,67
41600	1,51	16,67
41700	1,52	16,68
41800	1,53	16,68
41900	1,53	16,71
42000	1,54	16,71
42100	1,55	16,74
42200	1,56	16,74
42300	1,57	16,76
42400	1,58	16,77
42500	1,59	16,77
42600	1,60	16,79
42700	1,61	16,80
42800	1,62	16,82
42900	1,63	16,82
43000	1,64	16,83
43100	1,64	16,85
43200	1,66	16,86
43300	1,66	16,86
43400	1,68	16,88
43500	1,68	16,89
43600	1,70	16,91
43700	1,71	16,91
43800	1,72	16,92
43900	1,73	16,94
44000	1,74	16,96
44100	1,74	16,96
44200	1,76	16,97
44300	1,77	16,97
44400	1,78	16,99
44500	1,79	17,00
