Time	Analog in 1	Analog in 2
15500	2,14	10,48
15600	2,15	10,52
15700	2,16	10,56
15800	2,17	10,60
15900	2,19	10,65
16000	2,20	10,68
16100	2,21	10,72
16200	2,23	10,77
16300	2,24	10,81
16400	2,26	10,84
16500	2,28	10,89
16600	2,30	10,92
16700	2,33	10,96
16800	2,35	11,01
16900	2,37	11,04
17000	2,41	11,09
17100	2,44	11,13
17200	2,47	11,16
17300	2,50	11,21
17400	2,53	11,25
17500	2,57	11,28
17600	2,61	11,33
17700	2,65	11,36
17800	2,69	11,40
17900	2,73	11,43
18000	2,78	11,48
18100	2,83	11,51
18200	2,88	11,54
18300	2,93	11,59
18400	2,98	11,63
18500	3,04	11,66
18600	3,10	11,69
18700	3,15	11,72
18800	3,21	11,77
18900	3,28	11,80
19000	3,34	11,84
19100	3,40	11,87
19200	3,46	11,92
19300	3,52	11,94
19400	3,59	11,98
19500	3,65	12,01
19600	3,71	12,04
19700	3,77	12,09
19800	3,82	12,12
19900	3,88	12,15
20000	3,93	12,18
20100	3,98	12,21
20200	4,02	12,25
20300	4,07	12,28
20400	4,10	12,33
20500	4,14	12,34
20600	4,17	12,39
20700	4,20	12,42
20800	4,23	12,45
20900	4,26	12,48
21000	4,28	12,51
21100	4,29	12,54
21200	4,31	12,57
21300	4,33	12,62
21400	4,34	12,65
21500	4,35	12,68
21600	4,36	12,71
21700	4,37	12,74
21800	4,38	12,77
21900	4,38	12,80
22000	4,38	12,83
22100	4,38	12,86
22200	4,38	12,89
22300	4,39	12,91
22400	4,38	12,94
22500	4,39	12,98
22600	4,39	13,00
22700	4,39	13,04
22800	4,38	13,07
22900	4,38	13,09
23000	4,38	13,13
23100	4,38	13,16
23200	4,38	13,18
23300	4,38	13,21
23400	4,39	13,24
23500	4,39	13,27
23600	4,39	13,30
23700	4,40	13,33
23800	4,41	13,36
23900	4,41	13,39
24000	4,42	13,41
24100	4,44	13,44
24200	4,45	13,47
24300	4,46	13,50
24400	4,48	13,51
24500	4,50	13,54
24600	4,52	13,57
24700	4,54	13,60
24800	4,57	13,62
24900	4,60	13,65
25000	4,63	13,68
25100	4,66	13,69
25200	4,69	13,72
25300	4,72	13,76
25400	4,76	13,79
25500	4,80	13,82
25600	4,84	13,83
25700	4,88	13,86
25800	4,92	13,89
25900	4,97	13,91
26000	5,01	13,94
26100	5,06	13,97
26200	5,11	13,98
26300	5,16	14,00
26400	5,22	14,03
26500	5,27	14,06
26600	5,33	14,09
26700	5,39	14,10
26800	5,45	14,13
26900	5,51	14,16
27000	5,57	14,18
27100	5,63	14,19
27200	5,69	14,23
27300	5,76	14,26
27400	5,83	14,29
27500	5,90	14,30
27600	5,97	14,32
27700	6,04	14,35
27800	6,11	14,36
27900	6,18	14,39
28000	6,25	14,42
28100	6,32	14,44
28200	6,39	14,47
28300	6,46	14,48
28400	6,54	14,51
28500	6,61	14,53
28600	6,68	14,56
28700	6,75	14,57
28800	6,82	14,60
28900	6,89	14,60
29000	6,95	14,63
29100	7,02	14,65
29200	7,09	14,68
29300	7,15	14,70
29400	7,21	14,73
29500	7,27	14,74
29600	7,33	14,77
29700	7,39	14,79
29800	7,44	14,80
29900	7,49	14,83
30000	7,54	14,85
30100	7,59	14,88
30200	7,63	14,89
30300	7,68	14,91
30400	7,72	14,92
30500	7,76	14,95
30600	7,79	14,97
30700	7,83	14,98
30800	7,86	15,01
30900	7,90	15,03
31000	7,92	15,04
31100	7,95	15,07
31200	7,97	15,09
31300	7,99	15,10
31400	8,02	15,12
31500	8,03	15,15
31600	8,05	15,17
31700	8,06	15,18
31800	8,08	15,21
31900	8,09	15,23
32000	8,09	15,24
32100	8,10	15,27
32200	8,09	15,27
32300	8,09	15,29
32400	8,07	15,30
32500	8,04	15,32
32600	8,01	15,35
32700	7,97	15,36
32800	7,93	15,39
32900	7,89	15,39
33000	7,84	15,41
33100	7,80	15,44
33200	7,76	15,45
33300	7,72	15,47
33400	7,69	15,48
33500	7,65	15,50
33600	7,62	15,51
33700	7,59	15,54
33800	7,56	15,56
33900	7,53	15,59
34000	7,51	15,59
34100	7,49	15,61
34200	7,47	15,64
34300	7,45	15,65
34400	7,43	15,65
34500	7,41	15,67
34600	7,39	15,68
34700	7,37	15,71
34800	7,35	15,73
34900	7,34	15,76
35000	7,32	15,76
35100	7,31	15,79
35200	7,30	15,79
35300	7,29	15,82
35400	7,28	15,82
35500	7,27	15,83
35600	7,26	15,85
35700	7,25	15,86
35800	7,25	15,88
35900	7,24	15,89
36000	7,24	15,92
36100	7,24	15,94
36200	7,24	15,94
36300	7,24	15,95
36400	7,24	15,98
36500	7,25	15,98
36600	7,25	16,01
36700	7,25	16,03
36800	7,26	16,03
36900	7,27	16,06
37000	7,28	16,08
37100	7,29	16,09
37200	7,30	16,09
37300	7,32	16,12
37400	7,33	16,14
37500	7,35	16,14
37600	7,37	16,15
37700	7,38	16,17
37800	7,40	16,18
37900	7,42	16,20
38000	7,44	16,21
38100	7,46	16,23
38200	7,49	16,24
38300	7,50	16,26
38400	7,53	16,27
38500	7,56	16,29
38600	7,58	16,30
38700	7,61	16,32
38800	7,64	16,32
38900	7,67	16,33
39000	7,70	16,35
39100	7,73	16,38
39200	7,76	16,38
39300	7,79	16,39
39400	7,82	16,41
39500	7,86	16,42
39600	7,89	16,44
39700	7,93	16,45
39800	7,96	16,45
39900	8,00	16,47
40000	8,03	16,48
40100	8,07	16,50
40200	8,11	16,50
40300	8,14	16,53
40400	8,18	16,53
40500	8,22	16,55
40600	8,26	16,56
40700	8,30	16,56
40800	8,34	16,58
40900	8,38	16,59
41000	8,42	16,61
41100	8,46	16,62
41200	8,51	16,64
41300	8,55	16,64
41400	8,59	16,65
41500	8,64	16,67
41600	8,68	16,68
41700	8,72	16,68
41800	8,76	16,71
41900	8,79	16,71
42000	8,81	16,73
42100	8,84	16,74
42200	8,86	16,74
42300	8,89	16,76
42400	8,92	16,79
42500	8,95	16,79
42600	8,98	16,79
42700	9,02	16,80
42800	9,06	16,82
42900	9,10	16,85
43000	9,14	16,85
43100	9,18	16,86
43200	9,22	16,88
43300	9,28	16,88
43400	9,32	16,89
43500	9,37	16,91
43600	9,42	16,91
43700	9,47	16,94
43800	9,52	16,94
43900	9,57	16,96
44000	9,62	16,97
44100	9,67	16,99
44200	9,72	17,00
