Time	Analog in 1	Analog in 2
15500	0,91	10,46
15600	0,91	10,51
15700	0,91	10,56
15800	0,91	10,60
15900	0,91	10,63
16000	0,91	10,68
16100	0,91	10,72
16200	0,91	10,75
16300	0,91	10,81
16400	0,91	10,84
16500	0,92	10,89
16600	0,92	10,92
16700	0,93	10,96
16800	0,93	10,99
16900	0,94	11,04
17000	0,95	11,09
17100	0,96	11,12
17200	0,97	11,16
17300	0,98	11,21
17400	1,00	11,24
17500	1,01	11,27
17600	1,03	11,31
17700	1,05	11,36
17800	1,07	11,39
17900	1,09	11,42
18000	1,11	11,47
18100	1,14	11,50
18200	1,16	11,53
18300	1,19	11,57
18400	1,22	11,60
18500	1,25	11,65
18600	1,27	11,69
18700	1,30	11,72
18800	1,34	11,77
18900	1,37	11,78
19000	1,40	11,83
19100	1,43	11,86
19200	1,46	11,89
19300	1,50	11,94
19400	1,54	11,97
19500	1,57	12,00
19600	1,60	12,03
19700	1,63	12,07
19800	1,65	12,10
19900	1,68	12,13
20000	1,70	12,16
20100	1,72	12,21
20200	1,74	12,24
20300	1,76	12,27
20400	1,78	12,30
20500	1,79	12,33
20600	1,80	12,36
20700	1,82	12,41
20800	1,82	12,44
20900	1,82	12,47
21000	1,83	12,50
21100	1,84	12,53
21200	1,84	12,56
21300	1,84	12,59
21400	1,84	12,62
21500	1,83	12,65
21600	1,83	12,69
21700	1,83	12,72
21800	1,83	12,74
21900	1,82	12,78
22000	1,82	12,80
22100	1,81	12,85
22200	1,80	12,88
22300	1,80	12,91
22400	1,79	12,92
22500	1,78	12,97
22600	1,78	13,00
22700	1,77	13,01
22800	1,76	13,04
22900	1,75	13,07
23000	1,74	13,10
23100	1,73	13,13
23200	1,72	13,16
23300	1,71	13,19
23400	1,71	13,22
23500	1,70	13,24
23600	1,70	13,28
23700	1,69	13,30
23800	1,69	13,33
23900	1,68	13,36
24000	1,68	13,39
24100	1,67	13,42
24200	1,67	13,45
24300	1,67	13,47
24400	1,67	13,50
24500	1,67	13,53
24600	1,68	13,54
24700	1,68	13,54
24800	1,68	13,60
24900	1,69	13,62
25000	1,70	13,65
25100	1,71	13,68
25200	1,71	13,71
25300	1,73	13,72
25400	1,74	13,76
25500	1,75	13,77
25600	1,77	13,80
25700	1,78	13,83
25800	1,80	13,86
25900	1,82	13,88
26000	1,83	13,91
26100	1,85	13,94
26200	1,88	13,95
26300	1,89	13,98
26400	1,92	14,00
26500	1,94	14,03
26600	1,97	14,06
26700	1,99	14,07
26800	2,02	14,10
26900	2,05	14,13
27000	2,08	14,15
27100	2,11	14,18
27200	2,15	14,19
27300	2,18	14,23
27400	2,21	14,26
27500	2,24	14,27
27600	2,28	14,29
27700	2,32	14,32
27800	2,35	14,33
27900	2,39	14,36
28000	2,43	14,38
28100	2,46	14,41
28200	2,50	14,44
28300	2,53	14,45
28400	2,57	14,47
28500	2,61	14,50
28600	2,64	14,51
28700	2,68	14,54
28800	2,71	14,56
28900	2,75	14,59
29000	2,77	14,60
29100	2,81	14,62
29200	2,84	14,65
29300	2,87	14,68
29400	2,90	14,70
29500	2,92	14,71
29600	2,95	14,74
29700	2,97	14,76
29800	2,99	14,77
29900	3,02	14,79
30000	3,03	14,82
30100	3,06	14,83
30200	3,07	14,85
30300	3,09	14,86
30400	3,10	14,91
30500	3,12	14,91
30600	3,13	14,94
30700	3,14	14,95
30800	3,15	14,98
30900	3,16	15,00
31000	3,16	15,01
31100	3,17	15,03
31200	3,18	15,06
31300	3,18	15,07
31400	3,18	15,09
31500	3,19	15,10
31600	3,19	15,14
31700	3,19	15,17
31800	3,19	15,17
31900	3,19	15,18
32000	3,18	15,21
32100	3,18	15,23
32200	3,18	15,24
32300	3,18	15,26
32400	3,17	15,27
32500	3,17	15,30
32600	3,16	15,32
32700	3,16	15,33
32800	3,15	15,35
32900	3,14	15,36
33000	3,13	15,41
33100	3,13	15,41
33200	3,12	15,42
33300	3,11	15,44
33400	3,10	15,47
33500	3,09	15,48
33600	3,08	15,48
33700	3,07	15,51
33800	3,06	15,53
33900	3,05	15,54
34000	3,03	15,56
34100	3,02	15,57
34200	3,00	15,59
34300	2,99	15,62
34400	2,97	15,64
34500	2,96	15,65
34600	2,95	15,65
34700	2,93	15,68
34800	2,93	15,70
34900	2,91	15,71
35000	2,90	15,73
35100	2,90	15,74
35200	2,89	15,76
35300	2,88	15,77
35400	2,87	15,79
35500	2,85	15,80
35600	2,85	15,82
35700	2,84	15,83
35800	2,83	15,86
35900	2,82	15,86
36000	2,81	15,89
36100	2,80	15,89
36200	2,79	15,91
36300	2,78	15,94
36400	2,77	15,95
36500	2,77	15,97
36600	2,76	15,97
36700	2,75	15,98
36800	2,74	16,01
36900	2,74	16,01
37000	2,73	16,05
37100	2,73	16,06
37200	2,73	16,06
37300	2,73	16,09
37400	2,73	16,09
37500	2,72	16,11
37600	2,72	16,14
37700	2,72	16,14
37800	2,72	16,15
37900	2,73	16,17
38000	2,73	16,18
38100	2,73	16,20
38200	2,73	16,21
38300	2,74	16,23
38400	2,74	16,24
38500	2,75	16,26
38600	2,75	16,26
38700	2,76	16,27
38800	2,77	16,29
38900	2,78	16,30
39000	2,78	16,32
39100	2,79	16,33
39200	2,80	16,35
39300	2,81	16,35
39400	2,82	16,38
39500	2,84	16,39
39600	2,85	16,41
39700	2,86	16,41
39800	2,87	16,42
39900	2,89	16,44
40000	2,90	16,45
40100	2,91	16,45
40200	2,93	16,48
40300	2,95	16,48
40400	2,96	16,48
40500	2,98	16,52
40600	2,99	16,53
40700	3,01	16,53
40800	3,03	16,55
40900	3,05	16,56
41000	3,07	16,56
41100	3,08	16,58
41200	3,10	16,59
41300	3,12	16,62
41400	3,14	16,62
41500	3,16	16,64
41600	3,18	16,64
41700	3,20	16,65
41800	3,22	16,67
41900	3,24	16,68
42000	3,26	16,68
42100	3,28	16,70
42200	3,31	16,71
42300	3,33	16,73
42400	3,35	16,74
42500	3,38	16,74
42600	3,40	16,76
42700	3,42	16,77
42800	3,45	16,77
42900	3,47	16,79
43000	3,49	16,80
43100	3,52	16,82
43200	3,55	16,82
43300	3,57	16,83
43400	3,60	16,85
43500	3,62	16,86
43600	3,65	16,86
43700	3,67	16,88
43800	3,70	16,89
43900	3,72	16,91
44000	3,75	16,92
44100	3,77	16,92
44200	3,80	16,94
44300	3,82	16,94
44400	3,85	16,96
44500	3,88	16,97
44600	3,90	16,99
44700	3,92	16,99
44800	3,95	17,00
