Time	Analog in 1	Analog in 2
15500	0,58	10,57
15600	0,59	10,60
15700	0,59	10,65
15800	0,60	10,69
15900	0,60	10,74
16000	0,61	10,78
16100	0,62	10,81
16200	0,62	10,86
16300	0,63	10,90
16400	0,63	10,93
16500	0,63	10,98
16600	0,64	11,03
16700	0,65	11,07
16800	0,65	11,10
16900	0,66	11,15
17000	0,67	11,19
17100	0,67	11,22
17200	0,68	11,27
17300	0,69	11,30
17400	0,70	11,34
17500	0,70	11,39
17600	0,71	11,42
17700	0,72	11,47
17800	0,73	11,51
17900	0,73	11,53
18000	0,74	11,57
18100	0,75	11,60
18200	0,76	11,65
18300	0,77	11,69
18400	0,77	11,72
18500	0,79	11,75
18600	0,79	11,80
18700	0,80	11,83
18800	0,81	11,87
18900	0,82	11,90
19000	0,83	11,94
19100	0,84	11,98
19200	0,85	12,01
19300	0,86	12,04
19400	0,87	12,09
19500	0,88	12,12
19600	0,89	12,15
19700	0,90	12,18
19800	0,91	12,22
19900	0,92	12,25
20000	0,93	12,28
20100	0,94	12,31
20200	0,95	12,36
20300	0,96	12,39
20400	0,97	12,42
20500	0,98	12,45
20600	0,98	12,50
20700	0,99	12,53
20800	0,99	12,56
20900	0,99	12,59
21000	1,00	12,62
21100	1,00	12,65
21200	1,00	12,68
21300	1,01	12,71
21400	1,01	12,74
21500	1,01	12,77
21600	1,02	12,81
21700	1,02	12,83
21800	1,03	12,88
21900	1,04	12,91
22000	1,04	12,94
22100	1,05	12,97
22200	1,06	12,98
22300	1,06	13,03
22400	1,07	13,04
22500	1,08	13,09
22600	1,09	13,10
22700	1,09	13,15
22800	1,10	13,18
22900	1,10	13,18
23000	1,11	13,22
23100	1,12	13,27
23200	1,13	13,28
23300	1,14	13,32
23400	1,15	13,35
23500	1,15	13,38
23600	1,16	13,41
23700	1,17	13,44
23800	1,17	13,47
23900	1,18	13,48
24000	1,19	13,51
24100	1,20	13,54
24200	1,20	13,57
24300	1,21	13,60
24400	1,22	13,62
24500	1,23	13,65
24600	1,24	13,68
24700	1,25	13,71
24800	1,25	13,72
24900	1,26	13,76
25000	1,26	13,79
25100	1,27	13,82
25200	1,28	13,85
25300	1,29	13,88
25400	1,30	13,89
25500	1,30	13,92
25600	1,31	13,94
25700	1,32	13,97
25800	1,32	14,00
25900	1,33	14,01
26000	1,34	14,04
26100	1,35	14,06
26200	1,36	14,10
26300	1,37	14,12
26400	1,38	14,15
26500	1,39	14,16
26600	1,40	14,19
26700	1,41	14,23
26800	1,42	14,24
26900	1,44	14,27
27000	1,44	14,30
27100	1,45	14,32
27200	1,46	14,33
27300	1,47	14,36
27400	1,49	14,38
27500	1,50	14,41
27600	1,51	14,44
27700	1,52	14,47
27800	1,52	14,48
27900	1,54	14,51
28000	1,55	14,53
28100	1,56	14,54
28200	1,57	14,57
28300	1,58	14,59
28400	1,59	14,60
28500	1,60	14,62
28600	1,61	14,65
28700	1,62	14,68
28800	1,63	14,70
28900	1,63	14,73
29000	1,66	14,73
29100	1,66	14,76
29200	1,67	14,79
29300	1,68	14,80
29400	1,69	14,82
29500	1,70	14,85
29600	1,71	14,86
29700	1,72	14,89
29800	1,73	14,91
29900	1,73	14,92
30000	1,74	14,95
30100	1,75	14,97
30200	1,76	14,98
30300	1,76	15,01
30400	1,77	15,03
30500	1,78	15,04
30600	1,79	15,07
30700	1,79	15,09
30800	1,80	15,12
30900	1,81	15,12
31000	1,82	15,15
31100	1,83	15,18
31200	1,83	15,20
31300	1,84	15,21
31400	1,84	15,23
31500	1,85	15,24
31600	1,85	15,27
31700	1,86	15,29
31800	1,86	15,30
31900	1,87	15,33
32000	1,87	15,35
32100	1,88	15,36
32200	1,88	15,38
32300	1,88	15,39
32400	1,88	15,42
32500	1,89	15,44
32600	1,89	15,45
32700	1,89	15,48
32800	1,90	15,48
32900	1,90	15,51
33000	1,91	15,53
33100	1,91	15,54
33200	1,92	15,56
33300	1,93	15,57
33400	1,93	15,61
33500	1,94	15,62
33600	1,94	15,62
33700	1,95	15,65
33800	1,95	15,65
33900	1,96	15,68
34000	1,97	15,70
34100	1,98	15,71
34200	1,99	15,73
34300	2,00	15,74
34400	2,01	15,77
34500	2,02	15,77
34600	2,02	15,80
34700	2,04	15,82
34800	2,05	15,82
34900	2,06	15,85
35000	2,07	15,86
35100	2,08	15,88
35200	2,09	15,89
35300	2,09	15,91
35400	2,09	15,92
35500	2,10	15,95
35600	2,10	15,97
35700	2,10	15,97
35800	2,11	16,00
35900	2,11	16,01
36000	2,12	16,03
36100	2,12	16,05
36200	2,13	16,06
36300	2,14	16,08
36400	2,15	16,09
36500	2,16	16,11
36600	2,18	16,12
36700	2,18	16,14
36800	2,20	16,15
36900	2,21	16,17
37000	2,21	16,18
37100	2,23	16,20
37200	2,24	16,21
37300	2,25	16,23
37400	2,26	16,24
37500	2,27	16,26
37600	2,28	16,26
37700	2,29	16,29
37800	2,30	16,29
37900	2,31	16,32
38000	2,31	16,32
38100	2,32	16,33
38200	2,34	16,35
38300	2,35	16,36
38400	2,36	16,38
38500	2,37	16,39
38600	2,38	16,41
38700	2,39	16,42
38800	2,40	16,42
38900	2,41	16,44
39000	2,42	16,45
39100	2,43	16,47
39200	2,43	16,48
39300	2,44	16,50
39400	2,45	16,52
39500	2,46	16,52
39600	2,47	16,53
39700	2,48	16,55
39800	2,49	16,56
39900	2,49	16,58
40000	2,50	16,58
40100	2,51	16,59
40200	2,51	16,61
40300	2,52	16,62
40400	2,53	16,64
40500	2,54	16,65
40600	2,54	16,67
40700	2,56	16,67
40800	2,56	16,68
40900	2,57	16,70
41000	2,58	16,80
41100	2,59	16,74
41200	2,60	16,76
41300	2,61	16,74
41400	2,61	16,76
41500	2,62	16,76
41600	2,63	16,77
41700	2,64	16,79
41800	2,65	16,80
41900	2,66	16,82
42000	2,66	16,83
42100	2,67	16,85
42200	2,68	16,85
42300	2,69	16,86
42400	2,70	16,88
42500	2,71	16,89
42600	2,72	16,91
42700	2,72	16,91
42800	2,73	16,91
42900	2,73	16,92
43000	2,74	16,94
43100	2,74	16,96
43200	2,75	16,96
43300	2,75	16,97
43400	2,76	16,99
43500	2,77	16,99
43600	2,78	17,02
